_id,name,lat,long,category,geometry,distance
6135fed00c5109129a29ae19,Bright Horizons in 90 Washington on West Street,40.70808107301849,-74.0149106830358,Preschool,"{'type': 'Point', 'coordinates': [-74.0149106830358, 40.70808107301849]}",3.183311058670285
6135fed00c5109129a29aeb7,Vinnie's Pizzeria,40.718849475608906,-73.95664316449509,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.95664316449509, 40.718849475608906]}",3.1890858458334264
6135fed00c5109129a29ae4a,The Grey Dog - Nolita,40.72305146326703,-73.99579507955971,Café,"{'type': 'Point', 'coordinates': [-73.99579507955971, 40.72305146326703]}",3.2249698494233763
6135fed00c5109129a29ae36,Nublu 151,40.72560601630192,-73.97797824808106,Nightclub,"{'type': 'Point', 'coordinates': [-73.97797824808106, 40.72560601630192]}",3.2416039235112404
6135fed00c5109129a29aea9,by CHLOE.,40.72277,-73.9972,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.9972, 40.72277]}",3.246325893495066
6135fed00c5109129a29aeb2,Lekka Burger,40.715246,-74.010559,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-74.010559, 40.715246]}",3.288766477972522
6135fed00c5109129a29ae2e,The Wing SoHo,40.72172530215573,-74.00083973298351,Club House,"{'type': 'Point', 'coordinates': [-74.00083973298351, 40.72172530215573]}",3.2921565570321567
6135fed00c5109129a29aea0,Juice Press,40.71478769908051,-74.0111317502157,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-74.0111317502157, 40.71478769908051]}",3.2945917788942505
6135fed00c5109129a29ae66,Lower East Side Car Service,40.726151,-73.977334,Taxi,"{'type': 'Point', 'coordinates': [-73.977334, 40.726151]}",3.3058475764692763
6135fed00c5109129a29ae93,Avant Garden,40.72616113541542,-73.98386607655708,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.98386607655708, 40.72616113541542]}",3.310197641224669
6135fed00c5109129a29ae79,One World Observatory,40.712819,-74.013274,Scenic Lookout,"{'type': 'Point', 'coordinates': [-74.013274, 40.712819]}",3.313873492825187
6135fed00c5109129a29aea4,Ladybird,40.72651436911113,-73.98466888002645,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.98466888002645, 40.72651436911113]}",3.3559513331488158
6135fed00c5109129a29ae34,Verboten,40.721950413184,-73.95888266191815,Nightclub,"{'type': 'Point', 'coordinates': [-73.95888266191815, 40.721950413184]}",3.3589603455141503
6135fed00c5109129a29aebf,JuiceryKitchen,40.717929780969385,-73.95218873184832,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.95218873184832, 40.717929780969385]}",3.3638611208481244
